"id","created_at","updated_at","event_type","payload","device_id","uuid","device_type","company_id"
3636039,"2023-06-10 20:10:22.162973+00","2023-06-10 20:10:22.162974+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""nnd7"",""Payload"":""C:143LT:35.3550LG:-119.2907IT:32.2444ET:-0.0000IP:100028.3699EP:9.9604e\u002B12IA:108.5141EA:-9.4385e\u002B206MX:285MY:5MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636054,"2023-06-10 20:17:30.042271+00","2023-06-10 20:17:30.042272+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""vdvc"",""Payload"":""C:176LT:35.3550LG:-119.2907IT:32.4727ET:-0.0000IP:100026.5803EP:9.9604e\u002B12IA:108.6646EA:-9.4385e\u002B206MX:350MY:293MZ:-136AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636065,"2023-06-10 20:23:57.930292+00","2023-06-10 20:23:57.930293+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""1i72"",""Payload"":""C:198LT:35.3552LG:-119.2907IT:32.4615ET:-0.0000IP:100028.2932EP:9.9604e\u002B12IA:108.5205EA:-9.4385e\u002B206MX:285MY:-23MZ:-180AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636074,"2023-06-10 20:25:02.016277+00","2023-06-10 20:25:02.016278+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""b5po"",""Payload"":""C:209LT:35.3552LG:-119.2907IT:33.2379ET:-0.0000IP:100017.3203EP:9.9604e\u002B12IA:109.4437EA:-9.4385e\u002B206MX:290MY:-21MZ:-179AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636079,"2023-06-10 20:25:18.495992+00","2023-06-10 20:25:18.495993+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wi9j"",""Payload"":""C:231LT:35.3552LG:-119.2907IT:33.6608ET:-0.0000IP:100019.9950EP:9.9604e\u002B12IA:109.2187EA:-9.4385e\u002B206MX:343MY:230MZ:-174AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636080,"2023-06-10 20:25:18.852228+00","2023-06-10 20:25:18.852229+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wi9j"",""Payload"":""C:231LT:35.3552LG:-119.2907IT:33.6608ET:-0.0000IP:100019.9950EP:9.9604e\u002B12IA:109.2187EA:-9.4385e\u002B206MX:343MY:230MZ:-174AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636085,"2023-06-10 20:25:31.457399+00","2023-06-10 20:25:31.4574+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""ofi6"",""Payload"":""C:242LT:0.0500LG:-119.2907IT:33.6496ET:-0.0000IP:100019.5905EP:9.9604e\u002B12IA:109.2527EA:-9.4385e\u002B206MX:336MY:233MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636086,"2023-06-10 20:25:32.237974+00","2023-06-10 20:25:32.237975+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""ofi6"",""Payload"":""C:242LT:0.0500LG:-119.2907IT:33.6496ET:-0.0000IP:100019.5905EP:9.9604e\u002B12IA:109.2527EA:-9.4385e\u002B206MX:336MY:233MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636092,"2023-06-10 20:26:06.833268+00","2023-06-10 20:26:06.833269+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""zoe7"",""Payload"":""C:253LT:35.3552LG:-119.2907IT:33.6273ET:-0.0000IP:100016.1120EP:9.9604e\u002B12IA:109.5454EA:-9.4385e\u002B206MX:345MY:237MZ:-175AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636093,"2023-06-10 20:26:07.187019+00","2023-06-10 20:26:07.18702+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""zoe7"",""Payload"":""C:253LT:35.3552LG:-119.2907IT:33.6273ET:-0.0000IP:100016.1120EP:9.9604e\u002B12IA:109.5454EA:-9.4385e\u002B206MX:345MY:237MZ:-175AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636095,"2023-06-10 20:26:20.181733+00","2023-06-10 20:26:20.181734+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""owzk"",""Payload"":""C:275LT:35.3552LG:-119.2907IT:33.5713ET:-0.0000IP:100011.4180EP:9.9604e\u002B12IA:109.9403EA:-9.4385e\u002B206MX:336MY:223MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636096,"2023-06-10 20:26:20.991353+00","2023-06-10 20:26:20.991354+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""owzk"",""Payload"":""C:275LT:35.3552LG:-119.2907IT:33.5713ET:-0.0000IP:100011.4180EP:9.9604e\u002B12IA:109.9403EA:-9.4385e\u002B206MX:336MY:223MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636101,"2023-06-10 20:27:01.979399+00","2023-06-10 20:27:01.979401+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""klr8"",""Payload"":""C:286LT:35.3552LG:-119.2907IT:33.6049ET:-0.0000IP:100009.9643EP:9.9604e\u002B12IA:110.0626EA:-9.4385e\u002B206MX:336MY:218MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636102,"2023-06-10 20:27:03.209996+00","2023-06-10 20:27:03.209997+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""klr8"",""Payload"":""C:286LT:35.3552LG:-119.2907IT:33.6049ET:-0.0000IP:100009.9643EP:9.9604e\u002B12IA:110.0626EA:-9.4385e\u002B206MX:336MY:218MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636105,"2023-06-10 20:27:07.54461+00","2023-06-10 20:27:07.544611+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":rnc"",""Payload"":""C:297LT:35.3552LG:-119.2907IT:33.7794ET:-0.0000IP:100009.0051EP:9.9604e\u002B12IA:110.1433EA:-9.4385e\u002B206MX:336MY:228MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636109,"2023-06-10 20:27:45.211719+00","2023-06-10 20:27:45.21172+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""s344"",""Payload"":""C:308LT:35.3552LG:-119.2907IT:33.8778ET:-0.0000IP:100010.5176EP:9.9604e\u002B12IA:110.0161EA:-9.4385e\u002B206MX:338MY:223MZ:-178AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636112,"2023-06-10 20:28:05.171894+00","2023-06-10 20:28:05.171895+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xaog"",""Payload"":""C:319LT:35.3552LG:-119.2907IT:33.8868ET:-0.0000IP:100012.0143EP:9.9604e\u002B12IA:109.8901EA:-9.4385e\u002B206MX:336MY:233MZ:-176AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636113,"2023-06-10 20:28:05.955212+00","2023-06-10 20:28:05.955213+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xaog"",""Payload"":""C:319LT:35.3552LG:-119.2907IT:33.8868ET:-0.0000IP:100012.0143EP:9.9604e\u002B12IA:109.8901EA:-9.4385e\u002B206MX:336MY:233MZ:-176AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636115,"2023-06-10 20:28:10.843653+00","2023-06-10 20:28:10.843653+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""v:s6"",""Payload"":""C:330LT:35.3552LG:-119.2907IT:33.9338ET:-0.0000IP:100008.7872EP:9.9604e\u002B12IA:110.1617EA:-9.4385e\u002B206MX:333MY:223MZ:-178AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636116,"2023-06-10 20:28:12.069253+00","2023-06-10 20:28:12.069254+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""v:s6"",""Payload"":""C:330LT:35.3552LG:-119.2907IT:33.9338ET:-0.0000IP:100008.7872EP:9.9604e\u002B12IA:110.1617EA:-9.4385e\u002B206MX:333MY:223MZ:-178AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636118,"2023-06-10 20:28:22.061317+00","2023-06-10 20:28:22.061318+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""ymi0"",""Payload"":""C:341LT:35.3552LG:-119.2907IT:33.9830ET:-0.0000IP:100010.8725EP:9.9604e\u002B12IA:109.9862EA:-9.4385e\u002B206MX:336MY:225MZ:-179AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636121,"2023-06-10 20:28:24.311027+00","2023-06-10 20:28:24.311028+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":tsg"",""Payload"":""C:352LT:35.3552LG:-119.2907IT:34.0926ET:-0.0000IP:100007.9564EP:9.9604e\u002B12IA:110.2316EA:-9.4385e\u002B206MX:329MY:223MZ:-178AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636124,"2023-06-10 20:28:25.951605+00","2023-06-10 20:28:25.951606+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xs25"",""Payload"":""C:363LT:35.3552LG:-119.2907IT:34.1373ET:-0.0000IP:100001.0043EP:9.9604e\u002B12IA:110.8165EA:-9.4385e\u002B206MX:331MY:225MZ:-176AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636127,"2023-06-10 20:28:43.387009+00","2023-06-10 20:28:43.38701+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""h94o"",""Payload"":""C:385LT:35.3552LG:-119.2907IT:34.0568ET:-0.0000IP:100004.1126EP:9.9604e\u002B12IA:110.5550EA:-9.4385e\u002B206MX:331MY:221MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636128,"2023-06-10 20:28:45.436327+00","2023-06-10 20:28:45.436328+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""g2oa"",""Payload"":""C:396LT:35.3552LG:-119.2907IT:34.1731ET:-0.0000IP:100003.7769EP:9.9604e\u002B12IA:110.5832EA:-9.4385e\u002B206MX:336MY:247MZ:-206AX:-9AY:1AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636131,"2023-06-10 20:29:04.889813+00","2023-06-10 20:29:04.889814+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""uvjb"",""Payload"":""C:418LT:35.3552LG:-119.2907IT:34.1172ET:-0.0000IP:99995.9044EP:9.9604e\u002B12IA:111.2457EA:-9.4385e\u002B206MX:329MY:149MZ:-151AX:-9AY:1AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636133,"2023-06-10 20:29:24.553697+00","2023-06-10 20:29:24.553698+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xs25"",""Payload"":""C:363LT:35.3552LG:-119.2907IT:34.1373ET:-0.0000IP:100001.0043EP:9.9604e\u002B12IA:110.8165EA:-9.4385e\u002B206MX:331MY:225MZ:-176AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636136,"2023-06-10 20:30:12.190012+00","2023-06-10 20:30:12.190013+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""i0f4"",""Payload"":""C:374LT:35.3552LG:-119.2907IT:34.1060ET:-0.0000IP:100002.9857EP:9.9604e\u002B12IA:110.6498EA:-9.4385e\u002B206MX:338MY:221MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636141,"2023-06-10 20:30:31.75887+00","2023-06-10 20:30:31.758871+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""h94o"",""Payload"":""C:385LT:35.3552LG:-119.2907IT:34.0568ET:-0.0000IP:100004.1126EP:9.9604e\u002B12IA:110.5550EA:-9.4385e\u002B206MX:331MY:221MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636150,"2023-06-10 20:31:03.621239+00","2023-06-10 20:31:03.62124+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""g2oa"",""Payload"":""C:396LT:35.3552LG:-119.2907IT:34.1731ET:-0.0000IP:100003.7769EP:9.9604e\u002B12IA:110.5832EA:-9.4385e\u002B206MX:336MY:247MZ:-206AX:-9AY:1AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636151,"2023-06-10 20:31:11.418153+00","2023-06-10 20:31:11.418154+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""vwiv"",""Payload"":""C:451LT:35.3511LG:-119.2897IT:32.5353ET:-0.0000IP:91350.3926EP:9.9604e\u002B12IA:865.6410EA:-9.4385e\u002B206MX:336MY:230MZ:-212AX:-8AY:0AZ:-1GX:-3GY:0,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636154,"2023-06-10 20:31:32.474863+00","2023-06-10 20:31:32.474864+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""5:xk"",""Payload"":""C:473LT:35.3479LG:-119.2857IT:29.7013ET:-0.0000IP:78508.2649EP:9.9604e\u002B12IA:2100.8038EA:-9.4385e\u002B206MX:336MY:139MZ:-155AX:-9AY:0AZ:0GX:1GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636157,"2023-06-10 20:31:47.976268+00","2023-06-10 20:31:47.976269+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""8lwo"",""Payload"":""C:495LT:35.3515LG:-119.2871IT:27.8377ET:-0.0000IP:73219.8094EP:9.9604e\u002B12IA:2657.5156EA:-9.4385e\u002B206MX:357MY:197MZ:-208AX:-11AY:1AZ:0GX:4GY:-3,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636162,"2023-06-10 20:32:44.738889+00","2023-06-10 20:32:44.73889+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""uvjb"",""Payload"":""C:418LT:35.3552LG:-119.2907IT:34.1172ET:-0.0000IP:99995.9044EP:9.9604e\u002B12IA:111.2457EA:-9.4385e\u002B206MX:329MY:149MZ:-151AX:-9AY:1AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636164,"2023-06-10 20:33:37.099812+00","2023-06-10 20:33:37.099813+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""5dk4"",""Payload"":""C:561LT:35.3775LG:-119.2878IT:21.6770ET:-0.0000IP:58594.9285EP:9.9604e\u002B12IA:4387.5387EA:-9.4385e\u002B206MX:336MY:41MZ:-213AX:-10AY:0AZ:0GX:-1GY:2,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636165,"2023-06-10 20:33:55.791844+00","2023-06-10 20:33:55.791845+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""bzud"",""Payload"":""C:572LT:35.4008LG:-119.2944IT:17.0843ET:-0.0000IP:49769.1222EP:9.9604e\u002B12IA:5609.3266EA:-9.4385e\u002B206MX:333MY:206MZ:-242AX:-10AY:0AZ:0GX:1GY:-2,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636166,"2023-06-10 20:33:56.965489+00","2023-06-10 20:33:56.965489+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""t:61"",""Payload"":""C:583LT:35.4016LG:-119.2933IT:16.7834ET:-0.0000IP:48876.1442EP:9.9604e\u002B12IA:5742.5034EA:-9.4385e\u002B206MX:331MY:113MZ:-171AX:-10AY:0AZ:0GX:-2GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636171,"2023-06-10 20:34:13.923911+00","2023-06-10 20:34:13.923912+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":88m"",""Payload"":""C:605LT:35.4038LG:-119.2916IT:15.6220ET:-0.0000IP:46593.1368EP:9.9604e\u002B12IA:6092.1709EA:-9.4385e\u002B206MX:305MY:257MZ:-253AX:-6AY:0AZ:-1GX:-5GY:-3,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636184,"2023-06-10 20:35:33.688808+00","2023-06-10 20:35:33.688809+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""yoij"",""Payload"":""C:616LT:35.4092LG:-119.2921IT:14.0468ET:-0.0000IP:43687.5279EP:9.9604e\u002B12IA:6557.8480EA:-9.4385e\u002B206MX:355MY:189MZ:-191AX:-11AY:1AZ:0GX:0GY:4,GZ:-4"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636185,"2023-06-10 20:35:40.571695+00","2023-06-10 20:35:40.571696+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""ikrw"",""Payload"":""C:429LT:35.3552LG:-119.2907IT:33.7660ET:-0.0000IP:99994.2113EP:9.9604e\u002B12IA:111.3882EA:-9.4385e\u002B206MX:329MY:141MZ:-152AX:-9AY:1AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636203,"2023-06-10 20:39:49.077934+00","2023-06-10 20:39:49.077935+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""vwiv"",""Payload"":""C:451LT:35.3511LG:-119.2897IT:32.5353ET:-0.0000IP:91350.3926EP:9.9604e\u002B12IA:865.6410EA:-9.4385e\u002B206MX:336MY:230MZ:-212AX:-8AY:0AZ:-1GX:-3GY:0,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636213,"2023-06-10 20:42:12.933056+00","2023-06-10 20:42:12.933057+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""0f2w"",""Payload"":""C:649LT:35.4465LG:-119.2941IT:4.8382ET:-0.0000IP:31775.6872EP:9.9604e\u002B12IA:8778.2430EA:-9.4385e\u002B206MX:336MY:300MZ:-222AX:-9AY:0AZ:0GX:0GY:-1,GZ:-3"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636215,"2023-06-10 20:43:02.084796+00","2023-06-10 20:43:02.084797+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""5:xk"",""Payload"":""C:473LT:35.3479LG:-119.2857IT:29.7013ET:-0.0000IP:78508.2649EP:9.9604e\u002B12IA:2100.8038EA:-9.4385e\u002B206MX:336MY:139MZ:-155AX:-9AY:0AZ:0GX:1GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636218,"2023-06-10 20:43:36.115318+00","2023-06-10 20:43:36.115319+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""8lwo"",""Payload"":""C:495LT:35.3515LG:-119.2871IT:27.8377ET:-0.0000IP:73219.8094EP:9.9604e\u002B12IA:2657.5156EA:-9.4385e\u002B206MX:357MY:197MZ:-208AX:-11AY:1AZ:0GX:4GY:-3,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636219,"2023-06-10 20:43:39.562831+00","2023-06-10 20:43:39.562832+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":30s"",""Payload"":""C:660LT:35.4517LG:-119.2937IT:4.2481ET:-0.0000IP:30785.8103EP:9.9604e\u002B12IA:8991.7055EA:-9.4385e\u002B206MX:312MY:134MZ:-280AX:-10AY:0AZ:-1GX:0GY:-3,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636225,"2023-06-10 20:52:01.403411+00","2023-06-10 20:52:01.403412+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""5dk4"",""Payload"":""C:561LT:35.3775LG:-119.2878IT:21.6770ET:-0.0000IP:58594.9285EP:9.9604e\u002B12IA:4387.5387EA:-9.4385e\u002B206MX:336MY:41MZ:-213AX:-10AY:0AZ:0GX:-1GY:2,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636226,"2023-06-10 20:52:18.028629+00","2023-06-10 20:52:18.02863+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""bzud"",""Payload"":""C:572LT:35.4008LG:-119.2944IT:17.0843ET:-0.0000IP:49769.1222EP:9.9604e\u002B12IA:5609.3266EA:-9.4385e\u002B206MX:333MY:206MZ:-242AX:-10AY:0AZ:0GX:1GY:-2,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636227,"2023-06-10 20:52:22.784205+00","2023-06-10 20:52:22.784206+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""t:61"",""Payload"":""C:583LT:35.4016LG:-119.2933IT:16.7834ET:-0.0000IP:48876.1442EP:9.9604e\u002B12IA:5742.5034EA:-9.4385e\u002B206MX:331MY:113MZ:-171AX:-10AY:0AZ:0GX:-2GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636229,"2023-06-10 20:52:43.81412+00","2023-06-10 20:52:43.814121+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":88m"",""Payload"":""C:605LT:35.4038LG:-119.2916IT:15.6220ET:-0.0000IP:46593.1368EP:9.9604e\u002B12IA:6092.1709EA:-9.4385e\u002B206MX:305MY:257MZ:-253AX:-6AY:0AZ:-1GX:-5GY:-3,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636230,"2023-06-10 20:53:07.439102+00","2023-06-10 20:53:07.439103+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""yoij"",""Payload"":""C:616LT:35.4092LG:-119.2921IT:14.0468ET:-0.0000IP:43687.5279EP:9.9604e\u002B12IA:6557.8480EA:-9.4385e\u002B206MX:355MY:189MZ:-191AX:-11AY:1AZ:0GX:0GY:4,GZ:-4"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636231,"2023-06-10 20:54:01.089057+00","2023-06-10 20:54:01.089058+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""8iqg"",""Payload"":""C:682LT:35.4890LG:-119.2964IT:-0.8005ET:-0.0000IP:24724.1747EP:9.9604e\u002B12IA:10435.9061EA:-9.4385e\u002B206MX:209MY:331MZ:-174AX:-6AY:0AZ:0GX:3GY:2,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636232,"2023-06-10 20:54:02.424579+00","2023-06-10 20:54:02.42458+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""hmui"",""Payload"":""C:693LT:35.4923LG:-119.2977IT:-1.4861ET:-0.0000IP:24103.0870EP:9.9604e\u002B12IA:10599.6045EA:-9.4385e\u002B206MX:307MY:341MZ:-236AX:-10AY:1AZ:0GX:2GY:0,GZ:-2"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636233,"2023-06-10 20:54:39.667068+00","2023-06-10 20:54:39.667069+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""toyz"",""Payload"":""C:704LT:35.4947LG:-119.2971IT:-2.6839ET:-0.0000IP:23470.5736EP:9.9604e\u002B12IA:10769.8631EA:-9.4385e\u002B206MX:283MY:-18MZ:-278AX:-8AY:1AZ:-1GX:4GY:-3,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636238,"2023-06-10 20:59:01.50369+00","2023-06-10 20:59:01.503691+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""lf7:"",""Payload"":""C:737LT:35.5402LG:-119.2942IT:-9.8417ET:-0.0000IP:16679.5439EP:9.9604e\u002B12IA:12881.8242EA:-9.4385e\u002B206MX:326MY:33MZ:-219AX:-11AY:1AZ:-1GX:-3GY:-1,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636239,"2023-06-10 20:59:07.127291+00","2023-06-10 20:59:07.127292+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wzzc"",""Payload"":""C:748LT:35.5556LG:-119.2906IT:-11.1458ET:-0.0000IP:14222.3725EP:9.9604e\u002B12IA:13821.2270EA:-9.4385e\u002B206MX:355MY:264MZ:-275AX:-18AY:2AZ:0GX:-1GY:10,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636240,"2023-06-10 20:59:20.191837+00","2023-06-10 20:59:20.191838+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""0f2w"",""Payload"":""C:649LT:35.4465LG:-119.2941IT:4.8382ET:-0.0000IP:31775.6872EP:9.9604e\u002B12IA:8778.2430EA:-9.4385e\u002B206MX:336MY:300MZ:-222AX:-9AY:0AZ:0GX:0GY:-1,GZ:-3"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636241,"2023-06-10 21:00:02.686874+00","2023-06-10 21:00:02.686875+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":30s"",""Payload"":""C:660LT:35.4517LG:-119.2937IT:4.2481ET:-0.0000IP:30785.8103EP:9.9604e\u002B12IA:8991.7055EA:-9.4385e\u002B206MX:312MY:134MZ:-280AX:-10AY:0AZ:-1GX:0GY:-3,GZ"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636259,"2023-06-10 21:02:58.350464+00","2023-06-10 21:02:58.350465+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""8iqg"",""Payload"":""C:682LT:35.4890LG:-119.2964IT:-0.8005ET:-0.0000IP:24724.1747EP:9.9604e\u002B12IA:10435.9061EA:-9.4385e\u002B206MX:209MY:331MZ:-174AX:-6AY:0AZ:0GX:3GY:2,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636260,"2023-06-10 21:03:50.437926+00","2023-06-10 21:03:50.437927+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""hmui"",""Payload"":""C:693LT:35.4923LG:-119.2977IT:-1.4861ET:-0.0000IP:24103.0870EP:9.9604e\u002B12IA:10599.6045EA:-9.4385e\u002B206MX:307MY:341MZ:-236AX:-10AY:1AZ:0GX:2GY:0,GZ:-2"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
