id,created_at,updated_at,event_type,payload,device_id,uuid,device_type,company_id,Counter,Latitude,Longitude,Internal Temp,External Temp,Internal Pressure,External Pressure,Altitude,External Altitude,Magnetic X-axis,Magnetic Y-axis,Magnetic Z-axis,Acceleration X-axis,Acceleration Y-axis,Acceleration Z-axis,Gyroscope X-axis,Gyroscope Y-axis,Gyroscope Z-axis
3635972,2023-06-10 18:43:43.927074+00,2023-06-10 18:43:43.927076+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:infLG:infIT:27.8377ET:-0.0000IP:100068.0254EP:0.0000IA:105.1785EA:-1.5930e\u002B226MX:441MY:26MZ:-72AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,11,inf,inf,27.8377,-0.0000,100068.0254,0.0000,105.1785,-1.5930e+226,441,26,-72,-9,0,0,0,0,0
3635973,2023-06-10 18:47:10.31102+00,2023-06-10 18:47:10.311021+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""bv:r"",""Payload"":""C:44LT:35.3533LG:-119.2907IT:29.5311ET:-0.0000IP:100063.8546EP:0.0000IA:105.5293EA:-1.5930e\u002B226MX:288MY:-42MZ:3AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,44,35.3533,-119.2907,29.5311,-0.0000,100063.8546,0.0000,105.5293,-1.5930e+226,288,-42,3,-9,0,0,0,0,0
3635974,2023-06-10 18:52:51.685413+00,2023-06-10 18:52:51.685414+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""s52r"",""Payload"":""C:66LT:35.3550LG:-119.2907IT:30.2073ET:-0.0000IP:100059.3319EP:0.0000IA:105.9097EA:-1.5930e\u002B226MX:295MY:-38MZ:5AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,66,35.3550,-119.2907,30.2073,-0.0000,100059.3319,0.0000,105.9097,-1.5930e+226,295,-38,5,-9,0,0,0,0,0
3635975,2023-06-10 18:53:02.657542+00,2023-06-10 18:53:02.657543+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""g9o8"",""Payload"":""C:55LT:35.3550LG:-119.2907IT:29.7259ET:-0.0000IP:100064.5673EP:0.0000IA:105.4693EA:-1.5930e\u002B226MX:290MY:-40MZ:5AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,55,35.3550,-119.2907,29.7259,-0.0000,100064.5673,0.0000,105.4693,-1.5930e+226,290,-40,5,-9,0,0,0,0,0
3635976,2023-06-10 18:56:21.063319+00,2023-06-10 18:56:21.06332+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""wu1i"",""Payload"":""C:110LT:35.3550LG:-119.2907IT:31.5528ET:-0.0000IP:100061.1090EP:0.0000IA:105.7602EA:-1.5930e\u002B226MX:293MY:-45MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,110,35.3550,-119.2907,31.5528,-0.0000,100061.1090,0.0000,105.7602,-1.5930e+226,293,-45,2,-9,0,0,0,0,0
3635977,2023-06-10 19:00:06.416385+00,2023-06-10 19:00:06.416386+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""v0cq"",""Payload"":""C:88LT:35.3550LG:-119.2907IT:31.2103ET:-0.0000IP:100057.8404EP:0.0000IA:106.0351EA:-1.5930e\u002B226MX:297MY:-45MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,88,35.3550,-119.2907,31.2103,-0.0000,100057.8404,0.0000,106.0351,-1.5930e+226,297,-45,2,-9,0,0,0,0,
3635978,2023-06-10 19:01:46.7995+00,2023-06-10 19:01:46.799501+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""rfey"",""Payload"":""C:99LT:35.3550LG:-119.2907IT:31.4767ET:-0.0000IP:100061.8100EP:0.0000IA:105.7012EA:-1.5930e\u002B226MX:290MY:-26MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,99,35.3550,-119.2907,31.4767,-0.0000,100061.8100,0.0000,105.7012,-1.5930e+226,290,-26,2,-9,0,0,0,0,0
3635979,2023-06-10 19:12:12.031868+00,2023-06-10 19:12:12.031869+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""8ffk"",""Payload"":""C:154LT:35.3550LG:-119.2907IT:32.4212ET:-0.0000IP:100056.3963EP:0.0000IA:106.1566EA:-1.5930e\u002B226MX:307MY:-50MZ:3AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,154,35.3550,-119.2907,32.4212,-0.0000,100056.3963,0.0000,106.1566,-1.5930e+226,307,-50,3,-9,0,0,0,0,0
3635980,2023-06-10 19:12:13.872515+00,2023-06-10 19:12:13.872516+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3550LG:-119.2907IT:31.9825ET:-0.0000IP:100044.7970EP:9.9604e\u002B12IA:107.1322EA:-9.4385e\u002B206MX:273MY:-2MZ:-163AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,11,35.3550,-119.2907,31.9825,-0.0000,100044.7970,9.9604e+12,107.1322,-9.4385e+206,273,-2,-163,-9,0,0,0,0,
3635981,2023-06-10 19:15:10.138751+00,2023-06-10 19:15:10.138752+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""g9o8"",""Payload"":""C:55LT:35.3550LG:-119.2907IT:32.0967ET:-0.0000IP:100039.9534EP:9.9604e\u002B12IA:107.5396EA:-9.4385e\u002B206MX:271MY:12MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,55,35.3550,-119.2907,32.0967,-0.0000,100039.9534,9.9604e+12,107.5396,-9.4385e+206,271,12,-162,-9,0,0,0,0,0
3635983,2023-06-10 19:18:02.935452+00,2023-06-10 19:18:02.935454+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3550LG:-119.2907IT:32.1392ET:-0.0000IP:100041.1292EP:9.9604e\u002B12IA:107.4407EA:-9.4385e\u002B206MX:276MY:9MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,22,35.3550,-119.2907,32.1392,-0.0000,100041.1292,9.9604e+12,107.4407,-9.4385e+206,276,9,-161,-9,0,0,0,0,0
3635984,2023-06-10 19:18:43.369157+00,2023-06-10 19:18:43.369158+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""v0cq"",""Payload"":""C:88LT:35.3550LG:-119.2907IT:32.2063ET:-0.0000IP:100027.6870EP:9.9604e\u002B12IA:108.5715EA:-9.4385e\u002B206MX:269MY:7MZ:-160AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,88,35.3550,-119.2907,32.2063,-0.0000,100027.6870,9.9604e+12,108.5715,-9.4385e+206,269,7,-160,-9,0,0,0,0,0
3635985,2023-06-10 19:19:19.023053+00,2023-06-10 19:19:19.023054+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":"":904"",""Payload"":""C:33LT:35.3550LG:-119.2907IT:32.1437ET:-0.0000IP:100039.4884EP:9.9604e\u002B12IA:107.5788EA:-9.4385e\u002B206MX:276MY:7MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,33,35.3550,-119.2907,32.1437,-0.0000,100039.4884,9.9604e+12,107.5788,-9.4385e+206,276,7,-162,-9,0,0,0,0,0
3635986,2023-06-10 19:19:20.465796+00,2023-06-10 19:19:20.465797+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""o1zp"",""Payload"":""C:99LT:35.3550LG:-119.2907IT:32.2131ET:-0.0000IP:100031.8780EP:9.9604e\u002B12IA:108.2190EA:-9.4385e\u002B206MX:257MY:17MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,99,35.3550,-119.2907,32.2131,-0.0000,100031.8780,9.9604e+12,108.2190,-9.4385e+206,257,17,-161,-9,0,0,0,0,0
3635987,2023-06-10 19:21:12.621191+00,2023-06-10 19:21:12.621192+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""g9o8"",""Payload"":""C:55LT:35.3550LG:-119.2907IT:29.7259ET:-0.0000IP:100064.5673EP:0.0000IA:105.4693EA:-1.5930e\u002B226MX:290MY:-40MZ:5AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,55,35.3550,-119.2907,29.7259,-0.0000,100064.5673,0.0000,105.4693,-1.5930e+226,290,-40,5,-9,0,0,0,0,0
3635988,2023-06-10 19:21:15.346961+00,2023-06-10 19:21:15.346962+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""njaw"",""Payload"":""C:121LT:35.3550LG:-119.2907IT:32.2444ET:-0.0000IP:100031.0315EP:9.9604e\u002B12IA:108.2902EA:-9.4385e\u002B206MX:288MY:2MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,121,35.3550,-119.2907,32.2444,-0.0000,100031.0315,9.9604e+12,108.2902,-9.4385e+206,288,2,-162,-9,0,0,0,0,0
3635989,2023-06-10 19:21:33.274324+00,2023-06-10 19:21:33.274325+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""e5cp"",""Payload"":""C:66LT:35.3550LG:-119.2907IT:32.1325ET:-0.0000IP:100034.8097EP:9.9604e\u002B12IA:107.9723EA:-9.4385e\u002B206MX:278MY:-2MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,66,35.3550,-119.2907,32.1325,-0.0000,100034.8097,9.9604e+12,107.9723,-9.4385e+206,278,-2,-162,-9,0,0,0,0,0
3635991,2023-06-10 19:24:01.845628+00,2023-06-10 19:24:01.845629+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""fndj"",""Payload"":""C:77LT:35.3550LG:-119.2907IT:32.1705ET:-0.0000IP:100031.2381EP:9.9604e\u002B12IA:108.2728EA:-9.4385e\u002B206MX:278MY:-4MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,77,35.3550,-119.2907,32.1705,-0.0000,100031.2381,9.9604e+12,108.2728,-9.4385e+206,278,-4,-162,-9,0,0,0,0,0
3635994,2023-06-10 19:25:40.35051+00,2023-06-10 19:25:40.350511+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""v0cq"",""Payload"":""C:88LT:35.3550LG:-119.2907IT:31.2103ET:-0.0000IP:100057.8404EP:0.0000IA:106.0351EA:-1.5930e\u002B226MX:297MY:-45MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,88,35.3550,-119.2907,31.2103,-0.0000,100057.8404,0.0000,106.0351,-1.5930e+226,297,-45,2,-9,0,0,0,0,
3635996,2023-06-10 19:26:50.053374+00,2023-06-10 19:26:50.053375+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""rfey"",""Payload"":""C:99LT:35.3550LG:-119.2907IT:31.4767ET:-0.0000IP:100061.8100EP:0.0000IA:105.7012EA:-1.5930e\u002B226MX:290MY:-26MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,99,35.3550,-119.2907,31.4767,-0.0000,100061.8100,0.0000,105.7012,-1.5930e+226,290,-26,2,-9,0,0,0,0,0
3635997,2023-06-10 19:26:52.484011+00,2023-06-10 19:26:52.484012+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""fjmv"",""Payload"":""C:132LT:35.3550LG:-119.2907IT:32.2533ET:-0.0000IP:100026.1506EP:9.9604e\u002B12IA:108.7008EA:-9.4385e\u002B206MX:285MY:41MZ:-165AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,132,35.3550,-119.2907,32.2533,-0.0000,100026.1506,9.9604e+12,108.7008,-9.4385e+206,285,41,-165,-9,0,0,0,0,0
3636000,2023-06-10 19:27:44.38342+00,2023-06-10 19:27:44.383421+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""hqpg"",""Payload"":""C:165LT:35.3550LG:-119.2907IT:32.3608ET:-0.0000IP:100035.7121EP:9.9604e\u002B12IA:107.8964EA:-9.4385e\u002B206MX:266MY:247MZ:-143AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,165,35.3550,-119.2907,32.3608,-0.0000,100035.7121,9.9604e+12,107.8964,-9.4385e+206,266,247,-143,-9,0,0,0,0,
3636002,2023-06-10 19:33:23.429832+00,2023-06-10 19:33:23.429833+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""nnd7"",""Payload"":""C:143LT:35.3550LG:-119.2907IT:32.2444ET:-0.0000IP:100028.3699EP:9.9604e\u002B12IA:108.5141EA:-9.4385e\u002B206MX:285MY:5MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,143,35.3550,-119.2907,32.2444,-0.0000,100028.3699,9.9604e+12,108.5141,-9.4385e+206,285,5,-161,-9,0,0,0,0,0
3636005,2023-06-10 19:33:25.698844+00,2023-06-10 19:33:25.698844+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""2984"",""Payload"":""C:187LT:35.3550LG:-119.2907IT:32.4816ET:-0.0000IP:100028.0860EP:9.9604e\u002B12IA:108.5380EA:-9.4385e\u002B206MX:384MY:254MZ:-140AX:-9AY:0AZ:1GX:0GY:0,GZ:-1"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,187,35.3550,-119.2907,32.4816,-0.0000,100028.0860,9.9604e+12,108.5380,-9.4385e+206,384,254,-140,-9,0,1,0,0,-1
3636007,2023-06-10 19:34:08.370435+00,2023-06-10 19:34:08.370436+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""8ffk"",""Payload"":""C:154LT:35.3550LG:-119.2907IT:32.4212ET:-0.0000IP:100056.3963EP:0.0000IA:106.1566EA:-1.5930e\u002B226MX:307MY:-50MZ:3AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,154,35.3550,-119.2907,32.4212,-0.0000,100056.3963,0.0000,106.1566,-1.5930e+226,307,-50,3,-9,0,0,0,0,0
3636009,2023-06-10 19:34:11.89724+00,2023-06-10 19:34:11.897241+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""vdvc"",""Payload"":""C:176LT:35.3550LG:-119.2907IT:32.4727ET:-0.0000IP:100026.5803EP:9.9604e\u002B12IA:108.6646EA:-9.4385e\u002B206MX:350MY:293MZ:-136AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,176,35.3550,-119.2907,32.4727,-0.0000,100026.5803,9.9604e+12,108.6646,-9.4385e+206,350,293,-136,-9,0,0,0,0,0
3636011,2023-06-10 20:01:17.006344+00,2023-06-10 20:01:17.006345+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3550LG:-119.2907IT:32.1392ET:-0.0000IP:100041.1292EP:9.9604e\u002B12IA:107.4407EA:-9.4385e\u002B206MX:276MY:9MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,22,35.3550,-119.2907,32.1392,-0.0000,100041.1292,9.9604e+12,107.4407,-9.4385e+206,276,9,-161,-9,0,0,0,0,0
3636012,2023-06-10 20:01:23.263734+00,2023-06-10 20:01:23.263735+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":"":904"",""Payload"":""C:33LT:35.3550LG:-119.2907IT:32.1437ET:-0.0000IP:100039.4884EP:9.9604e\u002B12IA:107.5788EA:-9.4385e\u002B206MX:276MY:7MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,33,35.3550,-119.2907,32.1437,-0.0000,100039.4884,9.9604e+12,107.5788,-9.4385e+206,276,7,-162,-9,0,0,0,0,0
3636013,2023-06-10 20:01:47.274073+00,2023-06-10 20:01:47.274074+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""e5cp"",""Payload"":""C:66LT:35.3550LG:-119.2907IT:32.1325ET:-0.0000IP:100034.8097EP:9.9604e\u002B12IA:107.9723EA:-9.4385e\u002B206MX:278MY:-2MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,66,35.3550,-119.2907,32.1325,-0.0000,100034.8097,9.9604e+12,107.9723,-9.4385e+206,278,-2,-162,-9,0,0,0,0,0
3636015,2023-06-10 20:02:09.832342+00,2023-06-10 20:02:09.832343+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""fndj"",""Payload"":""C:77LT:35.3550LG:-119.2907IT:32.1705ET:-0.0000IP:100031.2381EP:9.9604e\u002B12IA:108.2728EA:-9.4385e\u002B206MX:278MY:-4MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,77,35.3550,-119.2907,32.1705,-0.0000,100031.2381,9.9604e+12,108.2728,-9.4385e+206,278,-4,-162,-9,0,0,0,0,0
3636028,2023-06-10 20:09:25.40291+00,2023-06-10 20:09:25.402911+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""fjmv"",""Payload"":""C:132LT:35.3550LG:-119.2907IT:32.2533ET:-0.0000IP:100026.1506EP:9.9604e\u002B12IA:108.7008EA:-9.4385e\u002B206MX:285MY:41MZ:-165AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,132,35.3550,-119.2907,32.2533,-0.0000,100026.1506,9.9604e+12,108.7008,-9.4385e+206,285,41,-165,-9,0,0,0,0,0
3636039,2023-06-10 20:10:22.162973+00,2023-06-10 20:10:22.162974+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""nnd7"",""Payload"":""C:143LT:35.3550LG:-119.2907IT:32.2444ET:-0.0000IP:100028.3699EP:9.9604e\u002B12IA:108.5141EA:-9.4385e\u002B206MX:285MY:5MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,143,35.3550,-119.2907,32.2444,-0.0000,100028.3699,9.9604e+12,108.5141,-9.4385e+206,285,5,-161,-9,0,0,0,0,0
3636054,2023-06-10 20:17:30.042271+00,2023-06-10 20:17:30.042272+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""vdvc"",""Payload"":""C:176LT:35.3550LG:-119.2907IT:32.4727ET:-0.0000IP:100026.5803EP:9.9604e\u002B12IA:108.6646EA:-9.4385e\u002B206MX:350MY:293MZ:-136AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,176,35.3550,-119.2907,32.4727,-0.0000,100026.5803,9.9604e+12,108.6646,-9.4385e+206,350,293,-136,-9,0,0,0,0,0
3636065,2023-06-10 20:23:57.930292+00,2023-06-10 20:23:57.930293+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""1i72"",""Payload"":""C:198LT:35.3552LG:-119.2907IT:32.4615ET:-0.0000IP:100028.2932EP:9.9604e\u002B12IA:108.5205EA:-9.4385e\u002B206MX:285MY:-23MZ:-180AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,198,35.3552,-119.2907,32.4615,-0.0000,100028.2932,9.9604e+12,108.5205,-9.4385e+206,285,-23,-180,-9,2,0,0,0,0
3636074,2023-06-10 20:25:02.016277+00,2023-06-10 20:25:02.016278+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""b5po"",""Payload"":""C:209LT:35.3552LG:-119.2907IT:33.2379ET:-0.0000IP:100017.3203EP:9.9604e\u002B12IA:109.4437EA:-9.4385e\u002B206MX:290MY:-21MZ:-179AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,209,35.3552,-119.2907,33.2379,-0.0000,100017.3203,9.9604e+12,109.4437,-9.4385e+206,290,-21,-179,-9,2,0,0,0,0
3636079,2023-06-10 20:25:18.495992+00,2023-06-10 20:25:18.495993+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""wi9j"",""Payload"":""C:231LT:35.3552LG:-119.2907IT:33.6608ET:-0.0000IP:100019.9950EP:9.9604e\u002B12IA:109.2187EA:-9.4385e\u002B206MX:343MY:230MZ:-174AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,231,35.3552,-119.2907,33.6608,-0.0000,100019.9950,9.9604e+12,109.2187,-9.4385e+206,343,230,-174,-9,2,0,0,0,0
3636080,2023-06-10 20:25:18.852228+00,2023-06-10 20:25:18.852229+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""wi9j"",""Payload"":""C:231LT:35.3552LG:-119.2907IT:33.6608ET:-0.0000IP:100019.9950EP:9.9604e\u002B12IA:109.2187EA:-9.4385e\u002B206MX:343MY:230MZ:-174AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,231,35.3552,-119.2907,33.6608,-0.0000,100019.9950,9.9604e+12,109.2187,-9.4385e+206,343,230,-174,-9,2,0,0,0,0
3636085,2023-06-10 20:25:31.457399+00,2023-06-10 20:25:31.4574+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""ofi6"",""Payload"":""C:242LT:0.0500LG:-119.2907IT:33.6496ET:-0.0000IP:100019.5905EP:9.9604e\u002B12IA:109.2527EA:-9.4385e\u002B206MX:336MY:233MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,242,0.0500,-119.2907,33.6496,-0.0000,100019.5905,9.9604e+12,109.2527,-9.4385e+206,336,233,-177,-9,2,0,0,0,0
3636086,2023-06-10 20:25:32.237974+00,2023-06-10 20:25:32.237975+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""ofi6"",""Payload"":""C:242LT:0.0500LG:-119.2907IT:33.6496ET:-0.0000IP:100019.5905EP:9.9604e\u002B12IA:109.2527EA:-9.4385e\u002B206MX:336MY:233MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,242,0.0500,-119.2907,33.6496,-0.0000,100019.5905,9.9604e+12,109.2527,-9.4385e+206,336,233,-177,-9,2,0,0,0,0
3636092,2023-06-10 20:26:06.833268+00,2023-06-10 20:26:06.833269+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""zoe7"",""Payload"":""C:253LT:35.3552LG:-119.2907IT:33.6273ET:-0.0000IP:100016.1120EP:9.9604e\u002B12IA:109.5454EA:-9.4385e\u002B206MX:345MY:237MZ:-175AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,253,35.3552,-119.2907,33.6273,-0.0000,100016.1120,9.9604e+12,109.5454,-9.4385e+206,345,237,-175,-9,2,0,0,0,0
3636093,2023-06-10 20:26:07.187019+00,2023-06-10 20:26:07.18702+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""zoe7"",""Payload"":""C:253LT:35.3552LG:-119.2907IT:33.6273ET:-0.0000IP:100016.1120EP:9.9604e\u002B12IA:109.5454EA:-9.4385e\u002B206MX:345MY:237MZ:-175AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,253,35.3552,-119.2907,33.6273,-0.0000,100016.1120,9.9604e+12,109.5454,-9.4385e+206,345,237,-175,-9,2,0,0,0,0
3636095,2023-06-10 20:26:20.181733+00,2023-06-10 20:26:20.181734+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""owzk"",""Payload"":""C:275LT:35.3552LG:-119.2907IT:33.5713ET:-0.0000IP:100011.4180EP:9.9604e\u002B12IA:109.9403EA:-9.4385e\u002B206MX:336MY:223MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,275,35.3552,-119.2907,33.5713,-0.0000,100011.4180,9.9604e+12,109.9403,-9.4385e+206,336,223,-177,-9,2,0,0,0,
3636096,2023-06-10 20:26:20.991353+00,2023-06-10 20:26:20.991354+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""owzk"",""Payload"":""C:275LT:35.3552LG:-119.2907IT:33.5713ET:-0.0000IP:100011.4180EP:9.9604e\u002B12IA:109.9403EA:-9.4385e\u002B206MX:336MY:223MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,275,35.3552,-119.2907,33.5713,-0.0000,100011.4180,9.9604e+12,109.9403,-9.4385e+206,336,223,-177,-9,2,0,0,0,
3636101,2023-06-10 20:27:01.979399+00,2023-06-10 20:27:01.979401+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""klr8"",""Payload"":""C:286LT:35.3552LG:-119.2907IT:33.6049ET:-0.0000IP:100009.9643EP:9.9604e\u002B12IA:110.0626EA:-9.4385e\u002B206MX:336MY:218MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,286,35.3552,-119.2907,33.6049,-0.0000,100009.9643,9.9604e+12,110.0626,-9.4385e+206,336,218,-177,-9,2,0,0,0,0
3636102,2023-06-10 20:27:03.209996+00,2023-06-10 20:27:03.209997+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""klr8"",""Payload"":""C:286LT:35.3552LG:-119.2907IT:33.6049ET:-0.0000IP:100009.9643EP:9.9604e\u002B12IA:110.0626EA:-9.4385e\u002B206MX:336MY:218MZ:-177AX:-9AY:2AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,286,35.3552,-119.2907,33.6049,-0.0000,100009.9643,9.9604e+12,110.0626,-9.4385e+206,336,218,-177,-9,2,0,0,0,0
