id,created_at,updated_at,event_type,payload,device_id,uuid,device_type,company_id,Counter,Latitude,Longitude,Internal Temp,External Temp,Internal Pressure,External Pressure,Altitude,External Altitude,Magnetic X-axis,Magnetic Y-axis,Magnetic Z-axis,Acceleration X-axis,Acceleration Y-axis,Acceleration Z-axis,Gyroscope X-axis,Gyroscope Y-axis,Gyroscope Z-axis
3635921,2023-06-08 23:09:32.523395+00,2023-06-08 23:09:32.523396+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""2kuq"",""Payload"":""C:451LT:35.1128LG:-119.6565IT:9.0208ET:-2.9905e\u002B181IP:23195.7295EP:-3.4782e\u002B177IA:10845.0050EA:-7.6593e\u002B182MX:521MY:-534MZ:138AX:-1AY:4AZ:7GX:0GY:-1,GZ:0"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,451,35.1128,-119.6565,9.0208,-2.9905e+181,23195.7295,-3.4782e+177,10845.0050,-7.6593e+182,521,-534,138,-1,4,7,0,-1,0
3635922,2023-06-08 23:10:17.457457+00,2023-06-08 23:10:17.457458+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""weay"",""Payload"":""C:462LT:35.1134LG:-119.6500IT:8.5100ET:-2.9905e\u002B181IP:22631.1924EP:-3.4782e\u002B177IA:11001.6381EA:-7.6593e\u002B182MX:549MY:-450MZ:101AX:-1AY:5AZ:10GX:1GY:0,GZ"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,462,35.1134,-119.6500,8.5100,-2.9905e+181,22631.1924,-3.4782e+177,11001.6381,-7.6593e+182,549,-450,101,-1,5,10,1,0,
3635923,2023-06-08 23:11:32.243263+00,2023-06-08 23:11:32.243264+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""u84l"",""Payload"":""C:473LT:35.1137LG:-119.6439IT:8.1320ET:-2.9905e\u002B181IP:22161.7325EP:-3.4782e\u002B177IA:11134.3196EA:-7.6593e\u002B182MX:377MY:-515MZ:105AX:-1AY:4AZ:8GX:-1GY:2,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,473,35.1137,-119.6439,8.1320,-2.9905e+181,22161.7325,-3.4782e+177,11134.3196,-7.6593e+182,377,-515,105,-1,4,8,-1,2,
3635924,2023-06-08 23:15:55.948183+00,2023-06-08 23:15:55.948184+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":"":r0i"",""Payload"":""C:484LT:35.1131LG:-119.6337IT:7.2767ET:-2.9905e\u002B181IP:21207.4883EP:-3.4782e\u002B177IA:11411.1855EA:-7.6593e\u002B182MX:403MY:-477MZ:92AX:-1AY:4AZ:8GX:0GY:0,GZ:1"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,484,35.1131,-119.6337,7.2767,-2.9905e+181,21207.4883,-3.4782e+177,11411.1855,-7.6593e+182,403,-477,92,-1,4,8,0,0,1
3635925,2023-06-08 23:23:26.679516+00,2023-06-08 23:23:26.679517+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""zsif"",""Payload"":""C:517LT:35.1077LG:-119.5764IT:3.4461ET:-2.9905e\u002B181IP:15926.0445EP:-3.4782e\u002B177IA:13157.2547EA:-7.6593e\u002B182MX:595MY:-438MZ:109AX:-1AY:4AZ:7GX:0GY:1,GZ:2"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,517,35.1077,-119.5764,3.4461,-2.9905e+181,15926.0445,-3.4782e+177,13157.2547,-7.6593e+182,595,-438,109,-1,4,7,0,1,2
3635926,2023-06-08 23:25:01.836033+00,2023-06-08 23:25:01.836034+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""kfh7"",""Payload"":""C:528LT:35.1097LG:-119.5586IT:2.4344ET:-2.9905e\u002B181IP:14144.1296EP:-3.4782e\u002B177IA:13853.2377EA:-7.6593e\u002B182MX:470MY:-513MZ:110AX:-1AY:5AZ:9GX:0GY:0,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,528,35.1097,-119.5586,2.4344,-2.9905e+181,14144.1296,-3.4782e+177,13853.2377,-7.6593e+182,470,-513,110,-1,5,9,0,0,
3635927,2023-06-08 23:29:49.419534+00,2023-06-08 23:29:49.419535+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""s:ld"",""Payload"":""C:561LT:35.1096LG:-119.5526IT:2.0693ET:-2.9905e\u002B181IP:13479.6932EP:-3.4782e\u002B177IA:14131.0124EA:-7.6593e\u002B182MX:321MY:-443MZ:89AX:-1AY:4AZ:8GX:-1GY:0,GZ:1"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,561,35.1096,-119.5526,2.0693,-2.9905e+181,13479.6932,-3.4782e+177,14131.0124,-7.6593e+182,321,-443,89,-1,4,8,-1,0,1
3635928,2023-06-08 23:32:49.51591+00,2023-06-08 23:32:49.515911+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""d:si"",""Payload"":""C:572LT:35.1156LG:-119.5404IT:1.1452ET:-2.9905e\u002B181IP:11546.3618EP:-3.4782e\u002B177IA:15007.7069EA:-7.6593e\u002B182MX:516MY:-503MZ:111AX:-1AY:5AZ:9GX:0GY:1,GZ:1"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,572,35.1156,-119.5404,1.1452,-2.9905e+181,11546.3618,-3.4782e+177,15007.7069,-7.6593e+182,516,-503,111,-1,5,9,0,1,1
3635929,2023-06-08 23:37:03.882195+00,2023-06-08 23:37:03.882196+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""8mxo"",""Payload"":""C:594LT:35.1193LG:-119.5395IT:0.6178ET:-2.9905e\u002B181IP:10437.3789EP:-3.4782e\u002B177IA:15565.7675EA:-7.6593e\u002B182MX:540MY:-467MZ:103AX:-1AY:4AZ:8GX:0GY:0,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,594,35.1193,-119.5395,0.6178,-2.9905e+181,10437.3789,-3.4782e+177,15565.7675,-7.6593e+182,540,-467,103,-1,4,8,0,0,
3635930,2023-06-08 23:38:25.97982+00,2023-06-08 23:38:25.979821+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""sdzm"",""Payload"":""C:605LT:35.1209LG:-119.5378IT:0.0203ET:-2.9905e\u002B181IP:9181.7104EP:-3.4782e\u002B177IA:16258.8970EA:-7.6593e\u002B182MX:425MY:-258MZ:75AX:-1AY:5AZ:9GX:1GY:0,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,605,35.1209,-119.5378,0.0203,-2.9905e+181,9181.7104,-3.4782e+177,16258.8970,-7.6593e+182,425,-258,75,-1,5,9,1,0,
3635931,2023-06-08 23:39:06.386618+00,2023-06-08 23:39:06.386619+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""6zqc"",""Payload"":""C:616LT:35.1224LG:-119.5374IT:-0.0722ET:-2.9905e\u002B181IP:9032.1173EP:-3.4782e\u002B177IA:16346.5079EA:-7.6593e\u002B182MX:276MY:-376MZ:86AX:-1AY:4AZ:9GX:0GY:0,GZ:1"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,616,35.1224,-119.5374,-0.0722,-2.9905e+181,9032.1173,-3.4782e+177,16346.5079,-7.6593e+182,276,-376,86,-1,4,9,0,0,1
3635932,2023-06-08 23:47:46.288583+00,2023-06-08 23:47:46.288584+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""ai1o"",""Payload"":""C:638LT:35.1202LG:-119.5387IT:-0.7351ET:-2.9905e\u002B181IP:7812.2895EP:-3.4782e\u002B177IA:17108.5542EA:-7.6593e\u002B182MX:569MY:-462MZ:112AX:-1AY:4AZ:8GX:-1GY:1,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,638,35.1202,-119.5387,-0.7351,-2.9905e+181,7812.2895,-3.4782e+177,17108.5542,-7.6593e+182,569,-462,112,-1,4,8,-1,1,
3635933,2023-06-08 23:51:16.395862+00,2023-06-08 23:51:16.395863+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""16l2"",""Payload"":""C:649LT:35.1260LG:-119.5371IT:-1.4500ET:-2.9905e\u002B181IP:6300.3102EP:-3.4782e\u002B177IA:18200.2943EA:-7.6593e\u002B182MX:564MY:-455MZ:106AX:-1AY:4AZ:8GX:-1GY:1,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,649,35.1260,-119.5371,-1.4500,-2.9905e+181,6300.3102,-3.4782e+177,18200.2943,-7.6593e+182,564,-455,106,-1,4,8,-1,1,
3635934,2023-06-08 23:53:21.248089+00,2023-06-08 23:53:21.24809+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""ohyo"",""Payload"":""C:660LT:35.1274LG:-119.5427IT:-1.6214ET:-2.9905e\u002B181IP:5822.9231EP:-3.4782e\u002B177IA:18589.1752EA:-7.6593e\u002B182MX:547MY:-330MZ:85AX:-1AY:5AZ:9GX:0GY:2,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,660,35.1274,-119.5427,-1.6214,-2.9905e+181,5822.9231,-3.4782e+177,18589.1752,-7.6593e+182,547,-330,85,-1,5,9,0,2,3
3635935,2023-06-08 23:54:00.179497+00,2023-06-08 23:54:00.179498+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""kvqh"",""Payload"":""C:671LT:35.1248LG:-119.5481IT:-1.7703ET:-2.9905e\u002B181IP:5385.8888EP:-3.4782e\u002B177IA:18968.5216EA:-7.6593e\u002B182MX:475MY:-513MZ:112AX:-1AY:4AZ:9GX:-1GY:1,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,671,35.1248,-119.5481,-1.7703,-2.9905e+181,5385.8888,-3.4782e+177,18968.5216,-7.6593e+182,475,-513,112,-1,4,9,-1,1,
3635936,2023-06-08 23:55:41.234518+00,2023-06-08 23:55:41.234519+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""ry1y"",""Payload"":""C:682LT:35.1228LG:-119.5529IT:-1.8357ET:-2.9905e\u002B181IP:5055.2681EP:-3.4782e\u002B177IA:19272.4304EA:-7.6593e\u002B182MX:461MY:-263MZ:77AX:-1AY:5AZ:9GX:0GY:2,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,682,35.1228,-119.5529,-1.8357,-2.9905e+181,5055.2681,-3.4782e+177,19272.4304,-7.6593e+182,461,-263,77,-1,5,9,0,2,3
3635937,2023-06-08 23:56:13.621974+00,2023-06-08 23:56:13.621975+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""droj"",""Payload"":""C:693LT:35.1221LG:-119.5555IT:-1.8493ET:-2.9905e\u002B181IP:4950.2403EP:-3.4782e\u002B177IA:19372.3406EA:-7.6593e\u002B182MX:497MY:-251MZ:80AX:-1AY:4AZ:8GX:0GY:1,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,693,35.1221,-119.5555,-1.8493,-2.9905e+181,4950.2403,-3.4782e+177,19372.3406,-7.6593e+182,497,-251,80,-1,4,8,0,1,3
3635938,2023-06-09 00:02:42.051533+00,2023-06-09 00:02:42.051534+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""spyr"",""Payload"":""C:726LT:35.1343LG:-119.5746IT:-1.7523ET:-2.9905e\u002B181IP:3887.5019EP:-3.4782e\u002B177IA:20494.1129EA:-7.6593e\u002B182MX:336MY:-388MZ:82AX:-1AY:4AZ:8GX:-1GY:1,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,726,35.1343,-119.5746,-1.7523,-2.9905e+181,3887.5019,-3.4782e+177,20494.1129,-7.6593e+182,336,-388,82,-1,4,8,-1,1,
3635939,2023-06-09 00:12:00.332028+00,2023-06-09 00:12:00.332029+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""d0ti"",""Payload"":""C:759LT:35.1447LG:-119.6067IT:-0.8456ET:-2.9905e\u002B181IP:2760.8342EP:-3.4782e\u002B177IA:21996.9661EA:-7.6593e\u002B182MX:554MY:-436MZ:102AX:-1AY:4AZ:8GX:0GY:1,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,759,35.1447,-119.6067,-0.8456,-2.9905e+181,2760.8342,-3.4782e+177,21996.9661,-7.6593e+182,554,-436,102,-1,4,8,0,1,
3635940,2023-06-09 00:14:37.025306+00,2023-06-09 00:14:37.025307+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""f2be"",""Payload"":""C:781LT:35.1438LG:-119.6125IT:-0.4622ET:-2.9905e\u002B181IP:2497.8903EP:-3.4782e\u002B177IA:22418.2946EA:-7.6593e\u002B182MX:336MY:-395MZ:81AX:-1AY:4AZ:8GX:0GY:2,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,781,35.1438,-119.6125,-0.4622,-2.9905e+181,2497.8903,-3.4782e+177,22418.2946,-7.6593e+182,336,-395,81,-1,4,8,0,2,3
3635941,2023-06-09 00:19:20.702048+00,2023-06-09 00:19:20.702049+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""a054"",""Payload"":""C:792LT:35.1443LG:-119.6164IT:-0.2954ET:-2.9905e\u002B181IP:2398.4321EP:-3.4782e\u002B177IA:22587.0610EA:-7.6593e\u002B182MX:398MY:-513MZ:105AX:-1AY:4AZ:8GX:-1GY:2,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,792,35.1443,-119.6164,-0.2954,-2.9905e+181,2398.4321,-3.4782e+177,22587.0610,-7.6593e+182,398,-513,105,-1,4,8,-1,2,3
3635942,2023-06-09 00:22:04.158108+00,2023-06-09 00:22:04.158109+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""6wt0"",""Payload"":""C:814LT:35.1389LG:-119.6303IT:0.5028ET:-2.9905e\u002B181IP:1991.0376EP:-3.4782e\u002B177IA:23343.8251EA:-7.6593e\u002B182MX:552MY:-333MZ:88AX:-1AY:4AZ:8GX:0GY:1,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,814,35.1389,-119.6303,0.5028,-2.9905e+181,1991.0376,-3.4782e+177,23343.8251,-7.6593e+182,552,-333,88,-1,4,8,0,1,3
3635943,2023-06-09 00:27:57.570329+00,2023-06-09 00:27:57.57033+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""gy90"",""Payload"":""C:836LT:35.1270LG:119.6524IT:1.2963ET:-2.9905e\u002B181IP:1684.9801EP:-3.4782e\u002B177IA:23999.8857EA:-7.6593e\u002B182MX:559MY:-453MZ:106AX:-1AY:4AZ:9GX:0GY:1,GZ:3"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,836,35.1270,119.6524,1.2963,-2.9905e+181,1684.9801,-3.4782e+177,23999.8857,-7.6593e+182,559,-453,106,-1,4,9,0,1,3
3635944,2023-06-09 00:35:43.907866+00,2023-06-09 00:35:43.907868+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""w7ua"",""Payload"":""C:858LT:35.1318LG:-119.7086IT:3.5678ET:-2.9905e\u002B181IP:1118.5467EP:-3.4782e\u002B177IA:25524.7717EA:-7.6593e\u002B182MX:564MY:-448MZ:109AX:-1AY:4AZ:9GX:0GY:0,GZ:2"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,858,35.1318,-119.7086,3.5678,-2.9905e+181,1118.5467,-3.4782e+177,25524.7717,-7.6593e+182,564,-448,109,-1,4,9,0,0,2
3635945,2023-06-09 00:36:22.825207+00,2023-06-09 00:36:22.825208+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""fanb"",""Payload"":""C:869LT:35.1322LG:-119.7106IT:3.7120ET:-2.9905e\u002B181IP:1097.2722EP:-3.4782e\u002B177IA:25593.3651EA:-7.6593e\u002B182MX:554MY:-467MZ:107AX:-1AY:4AZ:8GX:-1GY:1,GZ:"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,869,35.1322,-119.7106,3.7120,-2.9905e+181,1097.2722,-3.4782e+177,25593.3651,-7.6593e+182,554,-467,107,-1,4,8,-1,1,
3635946,2023-06-09 00:43:37.007909+00,2023-06-09 00:43:37.00791+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""vbeu"",""Payload"":""C:891LT:35.1335LG:-119.7345IT:4.1332ET:-2.9905e\u002B181IP:5166.8684EP:-3.4782e\u002B177IA:19168.0931EA:-7.6593e\u002B182MX:194MY:-441MZ:121AX:-2AY:8AZ:13GX:13GY:23,G"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,891,35.1335,-119.7345,4.1332,-2.9905e+181,5166.8684,-3.4782e+177,19168.0931,-7.6593e+182,194,-441,121,-2,8,13,13,23,
3635947,2023-06-09 00:47:18.00634+00,2023-06-09 00:47:18.006341+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""fs8b"",""Payload"":""C:913LT:35.1325LG:-119.7370IT:3.0158ET:-2.9905e\u002B181IP:7770.9809EP:-3.4782e\u002B177IA:17136.0035EA:-7.6593e\u002B182MX:245MY:-467MZ:114AX:-1AY:4AZ:10GX:8GY:8,GZ"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,913,35.1325,-119.7370,3.0158,-2.9905e+181,7770.9809,-3.4782e+177,17136.0035,-7.6593e+182,245,-467,114,-1,4,10,8,8,
3635948,2023-06-09 01:07:20.392969+00,2023-06-09 01:07:20.39297+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""7bto"",""Payload"":""C:979LT:infLG:infIT:-3.5978ET:-2.9905e\u002B181IP:71675.7532EP:-3.4782e\u002B177IA:2826.1906EA:-7.6593e\u002B182MX:667MY:-191MZ:133AX:-2AY:7AZ:12GX:-11GY:-1,"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,979,inf,inf,-3.5978,-2.9905e+181,71675.7532,-3.4782e+177,2826.1906,-7.6593e+182,667,-191,133,-2,7,12,-11,-1,
3635949,2023-06-09 01:12:11.306338+00,2023-06-09 01:12:11.306339+00,33,"{""DeviceID"":""PINKEY01"",""MessageID"":""9mqo"",""Payload"":""C:1012LT:35.1004LG:-119.6081IT:4.5206ET:-2.9905e\u002B181IP:92448.9915EP:-3.4782e\u002B177IA:766.6524EA:-7.6593e\u002B182MX:590MY:-110MZ:123AX:-2AY:5AZ:11GX:4GY:1,GZ:-1"",""path"":""PINKEY01""}",PINKEY01,,PAPA,,1012,35.1004,-119.6081,4.5206,-2.9905e+181,92448.9915,-3.4782e+177,766.6524,-7.6593e+182,590,-110,123,-2,5,11,4,1,-1
3635955,2023-06-10 13:43:53.098694+00,2023-06-10 13:43:53.098695+00,37,"{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3255LG:-120.6618IT:22.0359ET:-0.0000IP:99100.0471EP:9.9604e\u002B12IA:186.9065EA:-9.9556e\u002B224MX:-59MY:45MZ:-121AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,11,35.3255,-120.6618,22.0359,-0.0000,99100.0471,9.9604e+12,186.9065,-9.9556e+224,-59,45,-121,0,0,10,0,0,0
3635956,2023-06-10 13:46:41.265571+00,2023-06-10 13:46:41.265572+00,37,"{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3255LG:-120.6618IT:22.0359ET:-0.0000IP:99100.0471EP:9.9604e\u002B12IA:186.9065EA:-9.9556e\u002B224MX:-59MY:45MZ:-121AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,11,35.3255,-120.6618,22.0359,-0.0000,99100.0471,9.9604e+12,186.9065,-9.9556e+224,-59,45,-121,0,0,10,0,0,0
3635957,2023-06-10 14:17:13.520744+00,2023-06-10 14:17:13.520744+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3256LG:-120.6618IT:20.1017ET:-0.0000IP:99141.3447EP:1.2161e\u002B13IA:183.4066EA:-5.1166e\u002B187MX:-11MY:96MZ:-105AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,11,35.3256,-120.6618,20.1017,-0.0000,99141.3447,1.2161e+13,183.4066,-5.1166e+187,-11,96,-105,0,0,10,0,0,
3635958,2023-06-10 14:20:38.397029+00,2023-06-10 14:20:38.39703+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""csjp"",""Payload"":""C:33LT:35.3256LG:-120.6618IT:15.0828ET:-0.0000IP:99139.1749EP:1.2161e\u002B13IA:183.5904EA:-5.1166e\u002B187MX:-18MY:101MZ:-110AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,33,35.3256,-120.6618,15.0828,-0.0000,99139.1749,1.2161e+13,183.5904,-5.1166e+187,-18,101,-110,0,0,10,0,0,
3635959,2023-06-10 14:21:13.961214+00,2023-06-10 14:21:13.961215+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""sw8w"",""Payload"":""C:44LT:35.3256LG:-120.6618IT:15.0221ET:-0.0000IP:99139.8189EP:1.2161e\u002B13IA:183.5358EA:-5.1166e\u002B187MX:-16MY:101MZ:-110AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,44,35.3256,-120.6618,15.0221,-0.0000,99139.8189,1.2161e+13,183.5358,-5.1166e+187,-16,101,-110,0,0,10,0,0,0
3635960,2023-06-10 14:22:13.135032+00,2023-06-10 14:22:13.135033+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""s52r"",""Payload"":""C:66LT:35.3256LG:-120.6619IT:14.9772ET:-0.0000IP:99137.4791EP:1.2161e\u002B13IA:183.7341EA:-5.1166e\u002B187MX:-21MY:96MZ:-108AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,66,35.3256,-120.6619,14.9772,-0.0000,99137.4791,1.2161e+13,183.7341,-5.1166e+187,-21,96,-108,0,0,10,0,0,0
3635961,2023-06-10 14:24:43.332999+00,2023-06-10 14:24:43.333+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3256LG:-120.6618IT:15.6445ET:-0.0000IP:99139.4514EP:1.2161e\u002B13IA:183.5670EA:-5.1166e\u002B187MX:-16MY:101MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,22,35.3256,-120.6618,15.6445,-0.0000,99139.4514,1.2161e+13,183.5670,-5.1166e+187,-16,101,-111,0,0,10,0,0,0
3635962,2023-06-10 14:26:42.430263+00,2023-06-10 14:26:42.430264+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""fndj"",""Payload"":""C:77LT:35.3255LG:-120.6619IT:14.8873ET:-0.0000IP:99137.9273EP:1.2161e\u002B13IA:183.6961EA:-5.1166e\u002B187MX:-16MY:98MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,77,35.3255,-120.6619,14.8873,-0.0000,99137.9273,1.2161e+13,183.6961,-5.1166e+187,-16,98,-111,0,0,10,0,0,0
3635963,2023-06-10 14:27:37.102685+00,2023-06-10 14:27:37.102686+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""5vwp"",""Payload"":""C:55LT:35.3256LG:-120.6619IT:14.9906ET:-0.0000IP:99140.6456EP:1.2161e\u002B13IA:183.4658EA:-5.1166e\u002B187MX:-14MY:101MZ:-109AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,55,35.3256,-120.6619,14.9906,-0.0000,99140.6456,1.2161e+13,183.4658,-5.1166e+187,-14,101,-109,0,0,10,0,0,
3635964,2023-06-10 14:29:13.285388+00,2023-06-10 14:29:13.285389+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""wu1i"",""Payload"":""C:110LT:35.3256LG:-120.6618IT:14.2334ET:-0.0000IP:99124.7484EP:1.2161e\u002B13IA:184.8130EA:-5.1166e\u002B187MX:-11MY:101MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,110,35.3256,-120.6618,14.2334,-0.0000,99124.7484,1.2161e+13,184.8130,-5.1166e+187,-11,101,-111,0,0,10,0,0,0
3635965,2023-06-10 14:30:07.426313+00,2023-06-10 14:30:07.426314+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""h72i"",""Payload"":""C:132LT:35.3256LG:-120.6618IT:14.3322ET:-0.0000IP:99122.3744EP:1.2161e\u002B13IA:185.0141EA:-5.1166e\u002B187MX:-18MY:98MZ:-110AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,132,35.3256,-120.6618,14.3322,-0.0000,99122.3744,1.2161e+13,185.0141,-5.1166e+187,-18,98,-110,0,0,10,0,0,0
3635966,2023-06-10 14:32:32.462481+00,2023-06-10 14:32:32.462482+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3256LG:-120.6618IT:15.6445ET:-0.0000IP:99139.4514EP:1.2161e\u002B13IA:183.5670EA:-5.1166e\u002B187MX:-16MY:101MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,22,35.3256,-120.6618,15.6445,-0.0000,99139.4514,1.2161e+13,183.5670,-5.1166e+187,-16,101,-111,0,0,10,0,0,0
3635967,2023-06-10 14:35:08.926081+00,2023-06-10 14:35:08.926082+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""5vwp"",""Payload"":""C:55LT:35.3256LG:-120.6619IT:14.9906ET:-0.0000IP:99140.6456EP:1.2161e\u002B13IA:183.4658EA:-5.1166e\u002B187MX:-14MY:101MZ:-109AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,55,35.3256,-120.6619,14.9906,-0.0000,99140.6456,1.2161e+13,183.4658,-5.1166e+187,-14,101,-109,0,0,10,0,0,
3635968,2023-06-10 14:35:40.080394+00,2023-06-10 14:35:40.080395+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""2l02"",""Payload"":""C:121LT:35.3256LG:-120.6618IT:14.2626ET:-0.0000IP:99124.9569EP:1.2161e\u002B13IA:184.7953EA:-5.1166e\u002B187MX:-21MY:103MZ:-112AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,121,35.3256,-120.6618,14.2626,-0.0000,99124.9569,1.2161e+13,184.7953,-5.1166e+187,-21,103,-112,0,0,10,0,0,
3635969,2023-06-10 14:43:20.373881+00,2023-06-10 14:43:20.373882+00,38,"{""DeviceID"":""TARAQUR1"",""MessageID"":""2l02"",""Payload"":""C:121LT:35.3256LG:-120.6618IT:14.2626ET:-0.0000IP:99124.9569EP:1.2161e\u002B13IA:184.7953EA:-5.1166e\u002B187MX:-21MY:103MZ:-112AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}",TARAQUR1,,PAPA,,121,35.3256,-120.6618,14.2626,-0.0000,99124.9569,1.2161e+13,184.7953,-5.1166e+187,-21,103,-112,0,0,10,0,0,
